,C1,C2,C3,C4,FC1,CZ,FC2,PZ
3,-6137.22802734375,81966.265625,35642.29296875,73275.5234375,12192.775390625,126198.9765625,47446.06640625,78428.65625
4,-5947.11279296875,81892.6875,35731.55859375,73032.8671875,12159.205078125,125945.0078125,47108.2734375,78154.859375
5,-5957.65087890625,81817.5859375,35669.140625,73253.0703125,12116.2421875,125876.7265625,47095.54296875,78107.3671875
6,-6171.56103515625,81766.7109375,35475.44921875,73861.703125,12071.1337890625,126022.640625,47420.171875,78302.7734375
7,-6490.994140625,81767.046875,35240.65234375,74602.5625,12049.1513671875,126327.8125,47954.515625,78668.265625
8,-6770.0869140625,81814.25,35065.3671875,75115.734375,12058.068359375,126645.9609375,48441.55859375,79032.4296875
9,-6943.0830078125,81889.640625,34990.83984375,75315.9609375,12093.353515625,126887.2890625,48750.69140625,79291.015625
10,-6920.19482421875,81973.609375,35063.4140625,75097.4296875,12148.0,126957.71875,48759.609375,79340.2734375
11,-6732.94091796875,82017.1484375,35233.69140625,74527.4140625,12182.6181640625,126814.90625,48447.328125,79150.875
0,-6432.62890625,82014.046875,35455.515625,73828.1328125,12197.1142578125,126522.4609375,47939.44921875,78802.40625
1,-6137.60986328125,81970.2734375,35644.44140625,73272.4296875,12189.5322265625,126196.109375,47436.48046875,78431.375
2,-5952.21484375,81897.9375,35731.3203125,73043.59375,12155.8203125,125946.25,47108.1328125,78163.6796875
0,-5969.09521484375,81822.265625,35664.703125,73288.875,12109.7568359375,125887.3125,47112.0390625,78126.0078125
1,-6184.578125,81773.671875,35472.63671875,73895.890625,12069.51171875,126040.28125,47443.203125,78327.8046875
2,-6499.48095703125,81779.5390625,35242.65625,74627.265625,12054.5400390625,126349.75,47980.265625,78696.1171875
0,-6772.80517578125,81831.65625,35075.14453125,75141.1015625,12069.130859375,126671.28125,48471.265625,79063.1875
1,-6943.27392578125,81905.234375,35001.90234375,75328.5,12103.3681640625,126905.359375,48769.19140625,79314.859375
2,-6925.01123046875,81980.28125,35069.0390625,75091.2734375,12149.240234375,126962.7265625,48761.0859375,79351.1015625
0,-6730.93798828125,82025.15625,35243.46875,74524.84375,12186.0986328125,126818.484375,48446.08984375,79158.984375
1,-6425.57177734375,82027.109375,35471.68359375,73834.0,12207.7001953125,126528.421875,47938.734375,78810.890625
2,-6127.5478515625,81988.0078125,35661.2734375,73302.1328125,12201.072265625,126206.7421875,47442.25,78442.578125
0,-5952.548828125,81908.375,35737.47265625,73076.640625,12161.494140625,125955.453125,47118.4296875,78173.21875
1,-5975.77099609375,81830.703125,35667.56640625,73302.2734375,12114.0966796875,125896.28125,47126.96484375,78135.640625
2,-6188.96484375,81788.21875,35477.69140625,73913.25,12075.9501953125,126054.109375,47462.421875,78343.2109375
0,-6507.68310546875,81789.546875,35244.515625,74635.8984375,12056.7333984375,126359.90625,47989.32421875,78705.9375
1,-6778.908203125,81842.3359375,35079.72265625,75151.0703125,12074.08984375,126684.5859375,48479.9921875,79073.484375
0,-6937.93310546875,81925.0234375,35017.3046875,75346.046875,12115.8134765625,126926.578125,48788.3125,79331.0703125
1,-6920.10009765625,81994.96875,35081.9609375,75094.1328125,12156.53515625,126975.453125,48772.0078125,79359.203125
2,-6724.93017578125,82036.6484375,35258.25,74510.7734375,12193.060546875,126826.3984375,48448.90234375,79161.5078125
3,-6425.953125,82030.3984375,35479.0234375,73807.1484375,12205.9833984375,126527.375,47933.01171875,78805.6484375
0,-6134.17578125,81987.25,35666.0390625,73283.96875,12197.7822265625,126209.1796875,47447.6875,78442.0078125
1,-5955.93505859375,81911.6171875,35746.1015625,73073.7734375,12163.783203125,125964.9453125,47130.68359375,78181.0859375
0,-5987.8828125,81828.171875,35666.9453125,73318.7734375,12109.900390625,125904.4765625,47134.35546875,78139.5546875
1,-6202.5068359375,81785.59375,35477.21484375,73929.2265625,12073.6611328125,126067.125,47476.01171875,78352.5546875
2,-6524.18212890625,81784.640625,35243.23046875,74641.7109375,12053.6806640625,126372.546875,48003.15234375,78718.0078125
0,-6800.93798828125,81832.3203125,35072.51953125,75148.015625,12065.412109375,126690.2109375,48483.140625,79079.015625
1,-6958.341796875,81914.3828125,35010.390625,75344.4296875,12108.4697265625,126931.109375,48790.31640625,79335.6015625
2,-6936.5029296875,81985.8671875,35078.2890625,75087.4140625,12150.6220703125,126976.40625,48769.671875,79360.109375
0,-6739.90283203125,82025.921875,35255.76953125,74503.2421875,12186.384765625,126823.6796875,48439.984375,79159.21875
1,-6441.40283203125,82018.3359375,35477.59375,73806.484375,12199.7841796875,126526.84375,47925.859375,78805.359375
2,-6148.81494140625,81971.796875,35661.03515625,73263.2265625,12190.7236328125,126199.8828125,47426.9921875,78434.6640625
0,-5968.42822265625,81896.453125,35742.57421875,73045.640625,12157.392578125,125952.4453125,47105.60546875,78171.6875
1,-6001.23388671875,81812.6796875,35662.796875,73304.9453125,12105.037109375,125894.75,47112.328125,78136.5
2,-6225.5380859375,81766.421875,35465.29296875,73934.46875,12062.455078125,126057.0703125,47459.08203125,78351.5546875
0,-6539.630859375,81774.625,35236.88671875,74658.59375,12049.4384765625,126368.4453125,47997.3359375,78720.8203125
0,-6810.85595703125,81825.6484375,35072.328125,75154.0234375,12066.0791015625,126687.921875,48483.37890625,79083.359375
1,-6980.51513671875,81894.7890625,35000.47265625,75328.546875,12095.166015625,126914.7578125,48777.39453125,79324.15625
2,-6957.2451171875,81966.453125,35069.8515625,75070.1953125,12137.22265625,126960.8671875,48754.984375,79347.765625
3,-6760.4072265625,82002.984375,35245.08984375,74469.625,12169.0283203125,126802.4609375,48414.6171875,79141.9609375
4,-6450.033203125,82005.1796875,35475.16015625,73775.8203125,12190.294921875,126510.78125,47903.87890625,78791.4375
5,-6153.72705078125,81962.78125,35662.84765625,73252.4453125,12183.0947265625,126190.53125,47415.21484375,78426.84375
6,-5979.72900390625,81886.96875,35737.9453125,73061.953125,12147.5234375,125948.109375,47106.12890625,78167.59375
7,-6011.39111328125,81809.9609375,35662.75,73318.7734375,12100.220703125,125898.8984375,47121.00390625,78138.40625
8,-6235.1708984375,81766.46875,35467.15234375,73947.1484375,12061.40625,126066.125,47472.1484375,78355.609375
0,-6559.7060546875,81767.4765625,35229.734375,74685.7265625,12037.802734375,126373.640625,48009.92578125,78724.34375
1,-6830.5498046875,81819.3515625,35065.65625,75183.0625,12051.2490234375,126691.8828125,48490.2421875,79086.21875
2,-6982.94677734375,81899.890625,35011.34375,75318.0625,12090.3984375,126920.5234375,48770.625,79328.3515625
3,-6948.423828125,81975.0390625,35089.78125,75047.21875,12137.3662109375,126962.9140625,48736.671875,79348.140625
4,-6741.6669921875,82018.1015625,35273.078125,74469.046875,12175.7041015625,126808.609375,48407.1796875,79145.15625
5,-6431.6279296875,82017.2890625,35501.4375,73781.546875,12195.3017578125,126514.5,47898.44140625,78795.7734375
0,-6144.28515625,81966.8828125,35679.96484375,73249.15625,12180.0908203125,126185.953125,47400.765625,78422.984375
1,-5981.2548828125,81882.296875,35745.43359375,73060.8984375,12135.79296875,125940.1953125,47089.58203125,78160.25
2,-6017.30419921875,81804.7109375,35665.80078125,73347.1484375,12087.203125,125898.140625,47122.9140625,78138.6484375
3,-6248.52197265625,81758.9375,35464.43359375,73974.5234375,12045.1943359375,126066.2734375,47479.68359375,78358.375
0,-6558.84814453125,81774.9609375,35243.0390625,74696.1171875,12036.4677734375,126388.1796875,48030.5703125,78739.6015625
1,-6827.64111328125,81825.7890625,35081.53125,75162.8046875,12048.5322265625,126699.984375,48494.05859375,79091.5078125
2,-6988.09716796875,81895.7890625,35016.5390625,75314.390625,12079.1923828125,126917.140625,48760.46875,79325.921875
0,-6955.2421875,81969.171875,35093.12109375,75051.890625,12124.1103515625,126958.2890625,48726.9453125,79345.046875
1,-6753.3017578125,82006.1328125,35273.078125,74465.6640625,12156.7744140625,126796.9296875,48393.5390625,79136.765625
2,-6448.26904296875,82002.3125,35497.66796875,73774.96875,12173.3203125,126497.3828125,47880.94140625,78779.0390625
0,-6159.44921875,81953.0078125,35677.15234375,73250.828125,12161.5419921875,126173.890625,47387.9375,78409.015625
1,-5986.880859375,81879.578125,35752.203125,73068.53125,12129.5458984375,125941.625,47089.8203125,78161.390625
2,-6024.2177734375,81804.5703125,35671.19140625,73354.0625,12083.2451171875,125900.8046875,47127.203125,78143.796875
0,-6249.953125,81763.2265625,35476.97265625,73972.421875,12046.9580078125,126070.9453125,47481.2578125,78363.4765625
1,-6566.0478515625,81769.90625,35248.47265625,74679.765625,12032.1279296875,126382.078125,48011.1171875,78731.2578125
2,-6831.93212890625,81824.5,35089.828125,75170.0,12050.58203125,126699.4140625,48487.23828125,79089.3203125
0,-6992.33984375,81894.8359375,35024.6953125,75327.7890625,12081.71875,126917.375,48765.94921875,79320.8203125
1,-6960.5830078125,81966.6015625,35101.84765625,75064.4765625,12126.11328125,126957.8125,48735.671875,79339.1328125
0,-6753.3017578125,82005.2734375,35286.0,74467.953125,12161.5419921875,126797.546875,48397.21484375,79127.703125
1,-6439.97216796875,82005.4140625,35515.7421875,73774.6796875,12181.9033203125,126500.6171875,47884.13671875,78773.265625
2,-6141.7578125,81960.640625,35702.8984375,73239.90625,12177.181640625,126178.6640625,47387.08203125,78407.0078125
0,-5977.5830078125,81879.1953125,35770.609375,73052.84375,12140.037109375,125938.5234375,47080.140625,78152.6171875
1,-6020.5458984375,81801.9453125,35686.49609375,73346.2890625,12091.2080078125,125899.6171875,47116.23828125,78135.640625
2,-6260.4912109375,81752.546875,35478.40625,73989.4453125,12046.7666015625,126070.8515625,47478.39453125,78360.234375
0,-6575.91796875,81764.375,35252.671875,74705.65625,12033.0341796875,126386.0390625,48019.08203125,78736.21875
1,-6843.90087890625,81817.015625,35092.30859375,75186.0703125,12046.2900390625,126700.4609375,48491.67578125,79095.8984375
2,-6991.10107421875,81899.125,35040.4296875,75343.328125,12088.728515625,126928.8203125,48775.390625,79337.2265625
0,-6956.0048828125,81971.75,35118.53515625,75073.296875,12132.931640625,126967.6328125,48740.44140625,79353.1953125
1,-6748.0087890625,82013.5703125,35304.12109375,74495.3203125,12169.41015625,126811.09375,48407.3671875,79148.0625
2,-6437.826171875,82009.8515625,35530.76171875,73790.1328125,12185.0498046875,126508.921875,47885.8515625,78787.4765625
0,-6149.2919921875,81956.3984375,35709.05078125,73234.9921875,12168.9326171875,126176.609375,47380.5,78409.7265625
1,-5982.58984375,81882.0546875,35778.57421875,73060.375,12134.6005859375,125943.8671875,47085.81640625,78161.9140625
0,-6032.4189453125,81801.375,35687.49609375,73355.3515625,12081.2900390625,125902.8125,47124.8203125,78144.5078125
0,-6267.64306640625,81759.6015625,35484.5078125,74002.5625,12041.5224609375,126083.0078125,47496.703125,78376.4453125
1,-6587.41015625,81769.4296875,35255.81640625,74720.9140625,12026.1201171875,126399.71875,48039.7265625,78752.0
2,-6854.5341796875,81824.9765625,35096.6015625,75201.234375,12044.8115234375,126715.578125,48510.4609375,79108.7265625
3,-7001.68603515625,81902.703125,35044.29296875,75342.8046875,12086.296875,126936.1640625,48776.25,79340.0390625
4,-6959.58203125,81973.609375,35126.640625,75049.40625,12132.5498046875,126964.390625,48723.08203125,79345.140625
5,-6750.67919921875,82008.5625,35308.4609375,74443.96875,12161.2080078125,126791.3984375,48369.79296875,79122.359375
6,-6441.30712890625,82002.7421875,35532.3828125,73749.453125,12175.7041015625,126487.984375,47849.8046875,78761.828125
7,-6165.7431640625,81941.421875,35700.0390625,73222.0703125,12152.6728515625,126155.6328125,47353.55859375,78386.9375
8,-6007.81494140625,81863.4140625,35762.41015625,73067.1484375,12115.3837890625,125926.6015625,47069.125,78145.1796875
9,-6044.19677734375,81800.7109375,35685.63671875,73381.0,12078.4765625,125906.2890625,47128.4453125,78149.28125
10,-6274.7001953125,81764.328125,35486.65234375,74038.796875,12043.3818359375,126091.4921875,47502.6640625,78387.5546875
11,-6588.7451171875,81777.1015625,35262.11328125,74743.1875,12032.3671875,126409.640625,48043.16015625,78762.203125
0,-6863.546875,81823.0234375,35095.83984375,75197.1796875,12041.140625,126716.9140625,48504.359375,79110.0078125
1,-7012.93994140625,81898.4609375,35041.52734375,75346.1953125,12077.3798828125,126936.453125,48777.87109375,79342.5625
2,-6961.34619140625,81976.9921875,35131.078125,75060.0390625,12128.01953125,126970.875,48730.6640625,79352.34375
0,-6744.09912109375,82019.0078125,35321.4296875,74458.0859375,12166.1669921875,126804.5078125,48379.94921875,79135.7109375
1,-6439.4951171875,82007.0859375,35542.68359375,73766.5703125,12177.70703125,126495.09375,47855.3359375,78772.265625
2,-6155.5859375,81954.296875,35716.91796875,73249.25,12162.638671875,126166.359375,47365.09765625,78404.1953125
0,-5999.23193359375,81873.28125,35776.33203125,73065.2421875,12122.8232421875,125933.140625,47069.22265625,78157.1015625
1,-6056.35693359375,81791.359375,35679.4375,73365.359375,12068.9404296875,125896.8046875,47113.08984375,78144.609375
2,-6293.869140625,81753.171875,35475.06640625,74024.3984375,12032.556640625,126083.53125,47494.1796875,78382.6953125
0,-6604.38623046875,81768.90625,35254.43359375,74732.7890625,12024.3564453125,126401.390625,48031.953125,78758.8671875
1,-6873.0830078125,81818.921875,35092.40625,75202.4296875,12036.5146484375,126708.1875,48493.62890625,79108.7734375
2,-7020.56884765625,81893.1171875,35038.71484375,75326.9765625,12070.943359375,126921.859375,48756.26953125,79333.5078125
0,-6974.79296875,81964.7890625,35124.2109375,75035.296875,12116.7666015625,126950.65625,48704.67578125,79336.84375
1,-6749.43994140625,82011.515625,35320.28515625,74439.0546875,12159.158203125,126788.0625,48361.87890625,79123.03125
2,-6440.73486328125,82002.7890625,35543.25390625,73743.78125,12174.369140625,126482.9296875,47840.83984375,78759.8203125
0,-6154.44189453125,81953.25,35718.96875,73236.328125,12162.9716796875,126161.109375,47356.8984375,78395.8515625
1,-6002.759765625,81872.421875,35775.28515625,73079.2578125,12120.2958984375,125931.9921875,47069.125,78154.046875
0,-6062.93701171875,81791.03125,35676.53125,73383.8125,12066.26953125,125901.28125,47121.33984375,78149.8515625
1,-6306.4580078125,81748.3046875,35467.72265625,74033.9375,12027.1689453125,126087.015625,47499.47265625,78388.4140625
2,-6626.22509765625,81757.6953125,35239.26953125,74739.890625,12015.009765625,126404.5390625,48038.6328125,78762.5859375
0,-6880.712890625,81821.828125,35091.0703125,75209.2890625,12040.138671875,126722.875,48508.31640625,79118.78125
1,-7016.70703125,81901.2734375,35046.8671875,75329.40625,12077.28515625,126931.25,48761.70703125,79340.0390625
2,-6969.97705078125,81966.7890625,35130.83984375,75019.2265625,12114.3828125,126946.703125,48690.0390625,79331.8359375
0,-6754.255859375,82001.8828125,35315.46875,74414.1640625,12144.662109375,126770.5625,48334.65234375,79105.1015625
1,-6444.7880859375,81997.0703125,35541.203125,73740.3984375,12162.0185546875,126472.296875,47828.15625,78750.28125
2,-6163.0732421875,81945.1875,35714.53515625,73245.9609375,12149.859375,126155.53125,47353.703125,78389.703125
0,-6016.73095703125,81863.3671875,35766.17578125,73091.703125,12106.5146484375,125928.890625,47073.08203125,78149.234375
1,-6066.0361328125,81797.2265625,35679.6796875,73408.2265625,12066.5556640625,125912.5859375,47137.59765625,78156.859375
2,-6313.18115234375,81754.5,35469.25,74054.0078125,12024.9755859375,126098.6015625,47511.01171875,78397.6640625
0,-6628.37109375,81766.7109375,35244.9921875,74751.53125,12011.9580078125,126414.171875,48045.6875,78768.546875
1,-6889.77294921875,81822.2109375,35090.30859375,75217.96875,12029.8388671875,126727.265625,48507.83984375,79120.265625
2,-7030.10595703125,81898.265625,35041.62109375,75339.0859375,12064.982421875,126937.2109375,48761.27734375,79340.46875
0,-6980.7060546875,81967.6484375,35128.26171875,75030.2421875,12107.8984375,126956.2890625,48695.47265625,79335.84375
1,-6751.06103515625,82011.6640625,35327.19921875,74418.5078125,12149.240234375,126784.9609375,48342.13671875,79112.875
2,-6446.64794921875,81995.59375,35542.68359375,73722.65625,12154.771484375,126468.625,47815.66015625,78739.6015625
0,-6170.7021484375,81937.1328125,35709.765625,73219.2578125,12133.169921875,126143.7578125,47333.62890625,78373.7265625
0,-6020.8798828125,81858.21875,35764.03125,73074.4921875,12095.119140625,125922.359375,47058.82421875,78143.1796875
1,-6083.2978515625,81782.875,35667.56640625,73398.171875,12047.4345703125,125899.8046875,47120.38671875,78150.8515625
2,-6328.9169921875,81746.15625,35459.28515625,74061.59375,12010.7177734375,126094.78125,47508.33984375,78396.8984375
